AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
CA-38 62600 23126 2301 0 0 0 0
CA-39 52256 38925 4165 0 0 0 0
CA-40 40265 92422 3955 0 0 0 0
CA-41 40155 91326 4052 0 0 0 0
CA-42 42090 98476 4680 0 0 0 0
CA-43 45374 20821 2145 0 0 0 0
CA-44 38021 76686 5756 0 0 0 0
CA-45 43692 87101 2740 0 0 0 0
CA-46 60890 108807 6568 0 0 0 0
CA-47 42501 24346 3331 0 0 0 0
CA-48 51058 122884 5607 0 0 0 0
CA-49 NA 94594 27903 0 0 0 0
CA-50 55855 111095 5751 0 0 0 0
CA-51 59541 40430 2816 0 0 0 0
CA-52 43526 118561 6923 0 0 0 0
CA-53 72252 43891 37 0 0 0 0
CO-1 111718 49884 6980 0 0 0 0
CO-2 123504 75564 6454 0 0 0 0
CO-3 68160 143433 6379 0 0 0 0
CO-4 87499 115359 7097 0 0 0 0
CO-5 45587 128118 10972 0 0 0 0
CO-6 71327 NA 7323 0 0 0 0
CO-7 81668 81789 9422 0 0 0 0
CT-1 134698 66968 22 0 0 0 0
CT-2 99674 117434 0 0 0 0 0
CT-3 121557 54757 9050 0 0 0 0
CT-4 62491 113197 7 0 0 0 0
CT-5 90616 113626 5212 0 0 0 0
DE-1 61011 164605 2789 0 0 0 0
FL-1 51972 152635 19 0 0 0 0
FL-2 152164 75275 0 0 0 0 0
FL-3 88462 60747 4 0 0 0 0
FL-4 NA 171152 509 0 0 0 0
FL-5 117758 121998 14915 0 0 0 0
FL-6 75046 141570 0 0 0 0 0
FL-7 96444 142147 0 0 0 0 0
FL-8 66099 123497 0 0 0 0 0
FL-9 67623 169369 16 0 0 0 0
FL-10 NA 1 0 0 0 0 0
FL-11 1 NA 0 0 0 0 0
FL-12 NA 1 0 0 0 0 0
FL-13 114739 139048 22 0 0 0 0
FL-14 NA 1 0 0 0 0 0
FL-15 85433 146414 10 0 0 0 0
FL-16 NA 176171 47169 0 0 0 0
FL-17 113749 NA 73 0 0 0 0
FL-18 42852 103512 3423 0 0 0 0
FL-19 156747 60477 0 0 0 0 0
FL-20 1 NA 0 0 0 0 0
FL-21 NA 1 0 0 0 0 0
FL-22 83265 131930 1920 0 0 0 0
FL-23 96347 27986 5 0 0 0 0
FL-24 83667 135576 0 0 0 0 0
FL-25 44757 81845 0 0 0 0 0
GA-1 40026 103661 0 0 0 0 0
GA-2 102925 NA 0 0 0 0 0
GA-3 75394 73866 0 0 0 0 0
GA-4 118045 35202 0 0 0 0 0
GA-5 116259 NA 0 0 0 0 0
GA-6 41204 163525 0 0 0 0 0
GA-7 37124 138997 0 0 0 0 0
GA-8 39422 142505 0 0 0 0 0
GA-9 45974 123313 0 0 0 0 0
GA-10 NA 129242 0 0 0 0 0
GA-11 65007 69427 0 0 0 0 0
GA-12 62904 77479 0 0 0 0 0
GA-13 70011 47405 0 0 0 0 0
HI-1 131673 45032 4028 0 0 0 0
HI-2 100671 71661 6919 0 0 0 0
ID-1 80269 120743 5129 0 0 0 0
ID-2 57769 135605 5508 0 0 0 0
IL-1 149068 29776 4812 0 0 0 0
IL-2 151443 32567 0 0 0 0 0
IL-3 156042 NA 0 0 0 0 0
IL-4 67339 12778 4396 0 0 0 0
IL-5 106514 46008 6913 0 0 0 0
IL-6 60698 113174 0 0 0 0 0
IL-7 137933 25280 2543 0 0 0 0
IL-8 70626 95275 25 0 0 0 0
IL-9 118642 45307 4887 0 0 0 0
IL-10 58300 128611 0 0 0 0 0
IL-11 68893 124192 0 0 0 0 0
IL-12 131580 58440 0 0 0 0 0
IL-13 59069 139546 0 0 0 0 0
IL-14 47165 135198 0 0 0 0 0
IL-15 64131 134650 7836 0 0 0 0
IL-16 55488 133339 0 0 0 0 0
IL-17 127093 76519 0 0 0 0 0
IL-18 NA 192567 0 0 0 0 0
IL-19 110517 133956 0 0 0 0 0
IN-1 90443 41909 2759 0 0 0 0
IN-3 50509 92566 3531 0 0 0 0
IN-4 41314 112760 3934 0 0 0 0
IN-5 45283 129442 5130 0 0 0 0
IN-6 63871 118436 3346 0 0 0 0
IN-7 77478 64379 3983 0 0 0 0
IN-8 88763 98952 5150 0 0 0 0
IN-9 96654 87169 5134 0 0 0 0
IA-1 83779 112280 396 0 0 0 0
IA-2 94767 108130 4274 0 0 0 0
IA-3 115367 97285 3333 0 0 0 0
IA-4 90784 115430 4560 0 0 0 0
IA-5 68853 113257 127 0 0 0 0
KS-1 NA 189976 18585 0 0 0 0
KS-2 79160 127477 4340 0 0 0 0
KS-3 110095 102882 6412 0 0 0 0
KS-4 70656 115691 4616 0 0 0 0
KY-1 62617 117600 0 0 0 0 0
KY-2 51431 122773 2084 0 0 0 0
KY-3 110846 118228 0 0 0 0 0
KY-4 87776 81651 2308 0 0 0 0
KY-5 38254 137986 0 0 0 0 0
KY-6 NA 115622 45066 0 0 0 0
LA-1 NA 147117 5956 0 0 0 0
LA-2 90310 15440 3789 0 0 0 0
LA-3 NA 130323 20019 0 0 0 0
LA-4 42340 114649 3104 0 0 0 0
LA-5 86718 85744 1145 0 0 0 0
LA-6 NA 146932 27898 0 0 0 0
LA-7 138659 NA 21051 0 0 0 0
ME-1 172646 97931 0 0 0 0 0
ME-2 116868 107849 0 0 0 0 0
MD-1 57986 192004 0 0 0 0 0
MD-2 105718 88954 0 0 0 0 0
MD-3 145589 75721 0 0 0 0 0
MD-4 131644 34890 195 0 0 0 0
MD-5 137903 60758 158 0 0 0 0
MD-6 75575 147825 0 0 0 0 0
MD-7 137047 49172 0 0 0 0 0
MD-8 112788 103587 1599 0 0 0 0
MA-1 137841 66061 0 0 0 0 0
MA-2 153387 NA 0 0 0 0 0
MA-3 155697 NA 0 0 0 0 0
MA-4 166125 NA 0 0 0 0 0
MA-5 122562 69337 11729 0 0 0 0
MA-6 162900 75462 0 0 0 0 0
MA-7 170968 NA 863 0 0 0 0
MA-8 111861 NA 25 0 0 0 0
MA-9 168055 NA 0 0 0 0 0
MA-10 179238 79624 0 0 0 0 0
MI-1 150701 69254 2732 0 0 0 0
MI-2 61749 156937 4221 0 0 0 0
MI-3 61987 153131 3737 0 0 0 0
MI-4 65950 149090 3533 0 0 0 0
MI-5 158709 NA 14630 0 0 0 0
MI-6 53793 126936 2788 0 0 0 0
MI-7 78412 121142 3515 0 0 0 0
MI-8 70920 156525 3152 0 0 0 0
MI-9 96856 141102 4922 0 0 0 0
MI-10 77053 137339 2536 0 0 0 0
MI-11 87402 126050 6953 0 0 0 0
MI-12 140970 61502 4056 0 0 0 0
MI-13 120869 NA 11072 0 0 0 0
MI-14 145285 26544 2779 0 0 0 0
MI-15 136518 48626 3919 0 0 0 0
MN-1 92165 163570 10247 0 0 0 0
MN-2 121121 152970 12769 0 0 0 0
MN-3 213334 NA 309 0 0 0 0
MN-4 164597 89705 10238 0 0 0 0
MN-5 171572 66271 18139 0 0 0 0
MN-6 100738 164747 21827 0 0 0 0
MN-7 170234 90342 237 0 0 0 0
MN-8 194909 88673 349 0 0 0 0
MS-1 32318 95404 5845 0 0 0 0
MS-2 89913 69711 3426 0 0 0 0
MS-3 76184 139329 3638 0 0 0 0
MS-4 121742 34373 5753 0 0 0 0
MO-1 133946 51755 5354 0 0 0 0
MO-2 77223 167057 4548 0 0 0 0
MO-3 122181 80551 4146 0 0 0 0
MO-4 142204 64451 3583 0 0 0 0
MO-5 122645 60245 3277 0 0 0 0
MO-6 73202 131151 3735 0 0 0 0
MO-7 45964 149519 4380 0 0 0 0
MO-8 50686 135144 2491 0 0 0 0
MO-9 61126 146032 6967 0 0 0 0
MT-1 108233 214100 8988 0 0 0 0
NE-1 NA 133013 22831 0 0 0 0
NE-2 46843 89917 5254 0 0 0 0
NE-3 NA 163939 12017 0 0 0 0
NV-1 64312 51148 4254 0 0 0 0
NV-2 40189 149574 11437 0 0 0 0
NV-3 66659 100378 11957 0 0 0 0
NH-1 85426 128993 7387 0 0 0 0
NH-2 90479 125804 5051 0 0 0 0
NJ-1 121846 NA 9543 0 0 0 0
NJ-2 47735 116834 4230 0 0 0 0
NJ-3 64364 123375 2000 0 0 0 0
NJ-4 55967 115293 3041 0 0 0 0
NJ-5 76504 118881 4466 0 0 0 0
NJ-6 91379 42479 3637 0 0 0 0
NJ-7 74879 106055 2068 0 0 0 0
NJ-8 88101 40318 3400 0 0 0 0
NJ-9 97108 42088 0 0 0 0 0
NJ-10 86433 15913 0 0 0 0 0
NJ-11 48477 132938 2263 0 0 0 0
NJ-12 104806 62938 3969 0 0 0 0
NJ-13 72605 16852 2500 0 0 0 0
NM-1 77234 95711 0 0 0 0 0
NM-2 61916 79631 82 0 0 0 0
NM-3 122921 NA 0 0 0 0 0
NY-1 84276 81524 1991 0 0 0 0
NY-2 85451 59117 1558 0 0 0 0
NY-3 46022 121537 1513 0 0 0 0
NY-4 94806 72882 852 0 0 0 0
NY-5 75810 NA 5718 0 0 0 0
NY-6 72799 NA 2632 0 0 0 0
NY-7 50967 18572 0 0 0 0 0
NY-8 81002 19674 5805 0 0 0 0
NY-9 60737 31698 0 0 0 0 0
NY-10 73859 NA 1639 0 0 0 0
NY-11 76917 11149 798 0 0 0 0
NY-12 48408 NA 2119 0 0 0 0
NY-13 29366 72204 2123 0 0 0 0
NY-14 95931 31548 0 0 0 0 0
NY-15 84367 11008 0 0 0 0 0
NY-16 50716 4366 0 0 0 0 0
NY-17 77535 42634 3674 0 0 0 0
NY-18 98957 NA 8558 0 0 0 0
NY-19 44967 121129 7016 0 0 0 0
NY-20 45878 140238 5162 0 0 0 0
NY-21 161329 53525 0 0 0 0 0
NY-22 113280 58008 5196 0 0 0 0
NY-23 NA 124682 0 0 0 0 0
NY-24 NA 108017 44760 0 0 0 0
NY-25 53290 144610 2131 0 0 0 0
NY-26 41140 135089 7230 0 0 0 0
NY-27 47811 120117 5991 0 0 0 0
NY-28 99057 58547 0 0 0 0 0
NY-29 37128 127657 9846 0 0 0 0
NC-1 93157 50907 2093 0 0 0 0
NC-2 100121 50965 2098 0 0 0 0
NC-3 NA 131448 13486 0 0 0 0
NC-4 132185 78095 5766 0 0 0 0
NC-5 58558 137879 0 0 0 0 0
NC-6 NA 151430 16067 0 0 0 0
NC-7 118543 45537 2574 0 0 0 0
NC-8 66819 80298 2619 0 0 0 0
NC-9 49974 140095 3374 0 0 0 0
NC-10 65587 102768 4937 0 0 0 0
NC-11 86664 112335 3261 0 0 0 0
NC-12 98821 49588 2830 0 0 0 0
NC-13 100287 77688 5295 0 0 0 0
ND-1 121073 109957 0 0 0 0 0
OH-1 60168 110760 0 0 0 0 0
OH-2 48785 139218 13 0 0 0 0
OH-3 78307 111630 14 0 0 0 0
OH-4 57726 120001 0 0 0 0 0
OH-5 51872 126286 10096 0 0 0 0
OH-6 113972 77643 0 0 0 0 0
OH-7 45568 113252 8812 0 0 0 0
OH-8 49444 119947 0 0 0 0 0
OH-9 132236 46481 0 0 0 0 0
OH-10 129997 41778 3761 0 0 0 0
OH-11 116590 36146 0 0 0 0 0
OH-12 64707 116982 0 0 0 0 0
OH-13 123025 55357 0 0 0 0 0
OH-14 51846 134413 113 0 0 0 0
OH-15 54286 108193 0 0 0 0 0
OH-16 58644 129734 0 0 0 0 0
OH-17 94441 62188 28045 0 0 0 0
OH-18 NA 125546 0 0 0 0 0
OK-1 90649 119566 4740 0 0 0 0
OK-2 146748 51234 0 0 0 0 0
OK-3 NA 148206 47884 0 0 0 0
OK-4 91322 106452 0 0 0 0 0
OK-5 63208 121374 10469 0 0 0 0
OR-1 149215 80917 7639 0 0 0 0
OR-2 64991 181295 5681 0 0 0 0
OR-3 156851 62821 14787 0 0 0 0
OR-4 168150 90523 4602 0 0 0 0
OR-5 137713 113441 0 0 0 0 0
PA-1 121076 17444 1570 0 0 0 0
PA-2 150623 20988 0 0 0 0 0
PA-3 NA 116763 33566 0 0 0 0
PA-4 71674 130534 10 0 0 0 0
PA-5 NA 124942 18269 0 0 0 0
PA-6 98128 103648 15 0 0 0 0
PA-7 75055 146296 0 0 0 0 0
PA-8 76178 127475 34 0 0 0 0
PA-9 50558 124184 107 0 0 0 0
PA-10 NA 152017 12142 0 0 0 0
PA-11 93758 71543 3314 0 0 0 0
PA-12 124201 44818 9 0 0 0 0
PA-13 107945 100295 3627 0 0 0 0
PA-14 123323 NA 89 0 0 0 0
PA-15 73212 98493 8 0 0 0 0
PA-16 NA 119046 15551 0 0 0 0
PA-17 103483 97802 6 0 0 0 0
PA-18 79451 119885 13 0 0 0 0
PA-19 NA 143097 14048 0 0 0 0
RI-1 95286 59370 4477 0 0 0 0
RI-2 129390 37767 2453 0 0 0 0
SC-1 NA 127562 14863 0 0 0 0
SC-2 NA 144149 27210 0 0 0 0
SC-3 55743 119644 2808 0 0 0 0
SC-4 51462 122422 3533 0 0 0 0
SC-5 121912 NA 20060 0 0 0 0
SC-6 115855 55490 1702 0 0 0 0
SD-1 153551 180023 3117 0 0 0 0
TN-1 NA 127300 1586 0 0 0 0
TN-2 37035 146887 2059 0 0 0 0
TN-3 58824 112254 2843 0 0 0 0
TN-4 95989 85680 2631 0 0 0 0
TN-5 108903 56825 5158 0 0 0 0
TN-6 117119 57397 3112 0 0 0 0
TN-7 51790 138314 5454 0 0 0 0
TN-8 117811 45853 4306 0 0 0 0
TN-9 120904 NA 23356 0 0 0 0
TX-1 86384 66654 0 0 0 0 0
TX-2 85492 53656 1353 0 0 0 0
TX-3 37503 113974 2656 0 0 0 0
TX-4 97304 67939 3042 0 0 0 0
TX-5 56330 81439 2139 0 0 0 0
TX-6 45404 115396 3237 0 0 0 0
TX-7 NA 96795 11732 0 0 0 0
TX-8 NA 140575 10351 0 0 0 0
TX-9 86710 59635 1613 0 0 0 0
TX-10 114428 NA 21196 0 0 0 0
TX-11 74678 68236 1943 0 0 0 0
TX-12 NA 121208 10723 0 0 0 0
TX-13 31218 119401 0 0 0 0 0
TX-14 48224 102905 0 0 0 0 0
TX-15 66311 NA 0 0 0 0 0
TX-16 72383 NA 0 0 0 0 0
TX-17 84136 77622 2046 0 0 0 0
TX-18 99161 27980 1785 0 0 0 0
TX-19 NA 117092 10684 0 0 0 0
TX-20 68685 NA 0 0 0 0 0
TX-21 56206 161836 4051 0 0 0 0
TX-22 55716 100499 2869 0 0 0 0
TX-23 71067 77573 1912 0 0 0 0
TX-24 73002 38332 1560 0 0 0 0
TX-25 63590 50041 2495 0 0 0 0
TX-26 37485 123195 3998 0 0 0 0
TX-27 68559 41004 2646 0 0 0 0
TX-28 71393 26973 2054 0 0 0 0
TX-29 55760 NA 2833 0 0 0 0
TX-30 88980 28981 1856 0 0 0 0
TX-31 44183 111556 5745 0 0 0 0
TX-32 44886 100226 2790 0 0 0 0
UT-1 66104 109265 4043 0 0 0 0
UT-2 110764 109123 4211 0 0 0 0
UT-3 44533 103598 5512 0 0 0 0
VT-1 NA 72813 152442 0 0 0 0
VA-1 NA 113168 4829 0 0 0 0
VA-2 NA 103807 21039 0 0 0 0
VA-3 87521 NA 3552 0 0 0 0
VA-4 NA 108733 2308 0 0 0 0
VA-5 54805 95360 68 0 0 0 0
VA-6 NA 105530 3202 0 0 0 0
VA-7 49854 113658 153 0 0 0 0
VA-8 102759 64121 4919 0 0 0 0
VA-9 100075 NA 52108 0 0 0 0
VA-10 45464 115917 234 0 0 0 0
VA-11 NA 135379 27919 0 0 0 0
WA-1 114087 84696 6251 0 0 0 0
WA-2 101219 92528 8403 0 0 0 0
WA-3 119264 74065 0 0 0 0 0
WA-4 53572 108257 0 0 0 0 0
WA-5 65146 126757 10379 0 0 0 0
WA-6 126116 61584 8744 0 0 0 0
WA-7 156300 46256 8447 0 0 0 0
WA-8 75931 121633 5771 0 0 0 0
WA-9 95805 63146 4759 0 0 0 0
WV-1 110941 NA 320 0 0 0 0
WV-2 65400 98276 0 0 0 0 0
WV-3 87783 37229 0 0 0 0 0
WI-1 63895 140176 4406 0 0 0 0
WI-2 163313 83694 0 0 0 0 0
WI-3 131038 69955 6674 0 0 0 0
WI-4 122031 NA 18324 0 0 0 0
WI-5 NA 191224 29567 0 0 0 0
WI-6 NA 169834 0 0 0 0 0
WI-7 146364 81518 0 0 0 0 0
WI-8 50284 152745 7338 0 0 0 0
WY-1 65961 110229 5962 0 0 0 0
IN-2 86253 95081 7118 0 0 0 0
