AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
LA-5 58591 141495 0 0 0 0 0
LA-6 50732 189106 0 0 0 0 0
LA-7 61493 75039 0 0 0 0 0
ME-1 219077 147663 0 0 0 0 0
ME-2 199303 135547 8586 0 0 0 0
MD-1 77872 245149 0 0 0 0 0
MD-2 164751 75812 6508 0 0 0 0
MD-3 182066 97008 7895 0 0 0 0
MD-4 196809 52907 11891 0 0 0 0
MD-5 204867 87189 6073 0 0 0 0
MD-6 90108 206076 9324 0 0 0 0
MD-7 179189 60102 4727 0 0 0 0
MD-8 215129 71989 0 0 0 0 0
MA-1 229465 NA 0 0 0 0 0
MA-2 217682 NA 0 0 0 0 0
MA-3 192036 80197 0 0 0 0 0
MA-4 219260 NA 62293 0 0 0 0
MA-5 179652 88232 0 0 0 0 0
MA-6 213458 91597 0 0 0 0 0
MA-7 202399 60334 12139 0 0 0 0
MA-8 165852 NA 0 0 0 0 0
MA-9 218167 NA 0 0 0 0 0
MA-10 222013 114879 0 0 0 0 0
MI-1 211571 105706 5397 0 0 0 0
MI-2 94040 225343 5622 0 0 0 0
MI-3 101395 214465 6243 0 0 0 0
MI-4 110885 205274 2765 0 0 0 0
MI-5 208163 96934 4818 0 0 0 0
MI-6 97978 197425 6755 0 0 0 0
MI-7 109527 176053 16062 0 0 0 0
MI-8 125619 207925 7150 0 0 0 0
MI-9 134764 199210 6825 0 0 0 0
MI-10 98029 227720 6119 0 0 0 0
MI-11 134301 186431 6484 0 0 0 0
MI-12 210827 88256 5051 0 0 0 0
MI-13 173246 40935 7473 0 0 0 0
MI-14 213681 35089 5810 0 0 0 0
MI-15 218409 81828 7726 0 0 0 0
MN-1 115088 193132 15835 0 0 0 0
MN-2 147527 206313 12105 0 0 0 0
MN-3 126665 231871 356 0 0 0 0
MN-4 182387 105467 29445 0 0 0 0
MN-5 218434 76600 18492 0 0 0 0
MN-6 173309 203669 246 0 0 0 0
MN-7 207628 106349 280 0 0 0 0
MN-8 228586 112693 9204 0 0 0 0
MS-1 NA 219328 58256 0 0 0 0
MS-2 154626 107647 2596 0 0 0 0
MS-3 NA 234874 58494 0 0 0 0
MS-4 179979 96740 3663 0 0 0 0
MO-1 213658 64791 5322 0 0 0 0
MO-2 115366 228725 5776 0 0 0 0
MO-3 146894 125422 5600 0 0 0 0
MO-4 190800 93334 4092 0 0 0 0
MO-5 161727 123431 7867 0 0 0 0
MO-6 106987 196516 4352 0 0 0 0
MO-7 84356 210080 3769 0 0 0 0
MO-8 71543 194039 3129 0 0 0 0
MO-9 101343 193429 4675 0 0 0 0
MT-1 145606 286076 12548 0 0 0 0
NE-1 113971 143756 7345 0 0 0 0
NE-2 90292 152608 6864 0 0 0 0
NE-3 26434 218751 4951 0 0 0 0
NV-1 133569 63005 5862 0 0 0 0
NV-2 79978 195466 15635 0 0 0 0
NV-3 120365 162240 15313 0 0 0 0
NH-1 118226 204836 0 0 0 0 0
NH-2 125280 191188 11311 0 0 0 0
NJ-1 201163 66109 931 0 0 0 0
NJ-2 86792 172779 5871 0 0 0 0
NJ-3 107034 195938 5890 0 0 0 0
NJ-4 92826 192671 2056 0 0 0 0
NJ-5 122259 171220 3946 0 0 0 0
NJ-6 153981 70942 5228 0 0 0 0
NJ-7 119081 162597 4169 0 0 0 0
NJ-8 152001 62747 4072 0 0 0 0
NJ-9 146038 68564 1649 0 0 0 0
NJ-10 155697 NA 5016 0 0 0 0
NJ-11 91811 200915 3276 0 0 0 0
NJ-12 171691 115014 3080 0 0 0 0
NJ-13 121018 35288 3235 0 0 0 0
NM-1 123339 147372 194 0 0 0 0
NM-2 86292 130498 0 0 0 0 0
NM-3 175269 79935 0 0 0 0 0
NY-1 156354 121855 0 0 0 0 0
NY-2 161593 80950 0 0 0 0 0
NY-3 100737 171259 0 0 0 0 0
NY-4 159969 94141 0 0 0 0 0
NY-5 119726 46867 1248 0 0 0 0
NY-6 129688 NA 0 0 0 0 0
NY-7 104275 24548 0 0 0 0 0
NY-8 162082 39240 0 0 0 0 0
NY-9 113025 45451 0 0 0 0 0
NY-10 136113 11099 1554 0 0 0 0
NY-11 144999 NA 9199 0 0 0 0
NY-12 107796 17166 0 0 0 0 0
NY-13 78500 112934 0 0 0 0 0
NY-14 186688 43623 0 0 0 0 0
NY-15 161351 12355 3345 0 0 0 0
NY-16 111638 5610 0 0 0 0 0
NY-17 140530 40524 3482 0 0 0 0
NY-18 170715 73975 0 0 0 0 0
NY-19 87429 175401 0 0 0 0 0
NY-20 96630 188753 1353 0 0 0 0
NY-21 194033 80121 0 0 0 0 0
NY-22 167489 81881 0 0 0 0 0
NY-23 66448 160079 0 0 0 0 0
NY-24 85140 143000 23228 0 0 0 0
NY-25 NA 189063 20106 0 0 0 0
NY-26 125613 157466 0 0 0 0 0
NY-27 143332 139558 0 0 0 0 0
NY-28 159655 54543 5678 0 0 0 0
NY-29 110241 136883 23091 0 0 0 0
NC-1 137667 77508 0 0 0 0 0
NC-2 145079 87811 0 0 0 0 0
NC-3 71227 171863 0 0 0 0 0
NC-4 217441 121717 76 0 0 0 0
NC-5 117271 167546 0 0 0 0 0
NC-6 76153 207470 0 0 0 0 0
NC-7 180382 66084 0 0 0 0 0
NC-8 100101 125070 0 0 0 0 0
NC-9 89318 210783 0 0 0 0 0
NC-10 88233 157884 0 0 0 0 0
NC-11 131188 159709 0 0 0 0 0
NC-12 154908 76898 0 0 0 0 0
NC-13 160896 112788 0 0 0 0 0
ND-1 185130 125684 0 0 0 0 0
OH-1 116235 173430 198 0 0 0 0
OH-2 89598 227102 60 0 0 0 0
OH-3 119448 197290 0 0 0 0 0
OH-4 118538 167807 0 0 0 0 0
OH-5 96656 196649 0 0 0 0 0
OH-6 223842 NA 145 0 0 0 0
OH-7 100617 186534 0 0 0 0 0
OH-8 90574 201675 0 0 0 0 0
OH-9 205149 95983 0 0 0 0 0
OH-10 172406 96463 18343 0 0 0 0
OH-11 222371 NA 0 0 0 0 0
OH-12 122109 198912 25 0 0 0 0
OH-13 201004 97090 0 0 0 0 0
OH-14 119714 201652 0 0 0 0 0
OH-15 110915 166520 0 0 0 0 0
OH-16 101817 202544 0 0 0 0 0
OH-17 212800 62871 0 0 0 0 0
OH-18 90820 177600 0 0 0 0 0
OK-1 116731 187145 7058 0 0 0 0
OK-2 179579 92963 0 0 0 0 0
OK-3 NA 215510 46621 0 0 0 0
OK-4 NA 198985 56869 0 0 0 0
OK-5 92719 180430 0 0 0 0 0
OR-1 203771 135164 13882 0 0 0 0
OR-2 88914 248461 8852 0 0 0 0
OR-3 245559 82045 17797 0 0 0 0
OR-4 228611 140882 4989 0 0 0 0
OR-5 184833 154993 9434 0 0 0 0
PA-1 214462 33266 857 0 0 0 0
PA-2 253226 34411 0 0 0 0 0
PA-3 110684 166580 0 0 0 0 0
PA-4 116303 204329 3285 0 0 0 0
PA-5 NA 192852 26239 0 0 0 0
PA-6 153977 160348 0 0 0 0 0
PA-7 134932 196556 3039 0 0 0 0
PA-8 143427 183229 4608 0 0 0 0
PA-9 80787 184320 0 0 0 0 0
PA-10 NA 191967 14805 0 0 0 0
PA-11 171147 NA 10105 0 0 0 0
PA-12 204504 NA 0 0 0 0 0
PA-13 171763 127205 9156 0 0 0 0
PA-14 220139 NA 0 0 0 0 0
PA-15 114646 170634 5854 0 0 0 0
PA-16 98410 183620 3269 0 0 0 0
PA-17 172412 113592 5782 0 0 0 0
PA-18 117420 197894 0 0 0 0 0
PA-19 NA 224274 20820 0 0 0 0
RI-1 124923 69819 268 0 0 0 0
RI-2 154392 43139 9634 0 0 0 0
SC-1 NA 186448 25860 0 0 0 0
SC-2 93249 181862 4759 0 0 0 0
SC-3 NA 191052 947 0 0 0 0
SC-4 78376 188795 3423 0 0 0 0
SC-5 152867 89568 83 0 0 0 0
SC-6 161987 79600 242 0 0 0 0
SD-1 207837 178823 2808 0 0 0 0
TN-1 56361 172543 4656 0 0 0 0
TN-2 52155 215795 4978 0 0 0 0
TN-3 84295 166154 6187 0 0 0 0
TN-4 138459 109993 4194 0 0 0 0
TN-5 168970 74978 15 0 0 0 0
TN-6 167448 87523 5671 0 0 0 0
TN-7 NA 232404 0 0 0 0 0
TN-8 173623 59853 91 0 0 0 0
TN-9 190648 41578 166 0 0 0 0
TX-1 96281 157068 2158 0 0 0 0
TX-2 108156 139951 3931 0 0 0 0
TX-3 NA 180099 30253 0 0 0 0
TX-4 81585 182866 3491 0 0 0 0
TX-5 75911 148816 6118 0 0 0 0
TX-6 83609 168767 3251 0 0 0 0
TX-7 91126 175440 7085 0 0 0 0
TX-8 77324 179599 3705 0 0 0 0
TX-9 114462 42132 1972 0 0 0 0
TX-10 NA 182113 49530 0 0 0 0
TX-11 50339 177291 3347 0 0 0 0
TX-12 66316 173222 0 0 0 0 0
TX-13 NA 189448 15793 0 0 0 0
TX-14 NA 173668 0 0 0 0 0
TX-15 96089 67917 2352 0 0 0 0
TX-16 108577 49972 2224 0 0 0 0
TX-17 125309 116049 3390 0 0 0 0
TX-18 136018 9787 7183 0 0 0 0
TX-19 93531 136459 3524 0 0 0 0
TX-20 112480 54976 4348 0 0 0 0
TX-21 121129 209774 10216 0 0 0 0
TX-22 112034 150386 10200 0 0 0 0
TX-23 72480 170716 3307 0 0 0 0
TX-24 82599 154435 4340 0 0 0 0
TX-25 108309 49252 2656 0 0 0 0
TX-26 89809 180519 4211 0 0 0 0
TX-27 112081 61955 3500 0 0 0 0
TX-28 106323 69538 4305 0 0 0 0
TX-29 78256 NA 4868 0 0 0 0
TX-30 144513 NA 10821 0 0 0 0
TX-31 80292 160247 6888 0 0 0 0
TX-32 89030 109859 3347 0 0 0 0
UT-1 85630 199615 8716 0 0 0 0
UT-2 187250 147778 6940 0 0 0 0
UT-3 88748 173010 11170 0 0 0 0
VT-1 21684 74271 209053 0 0 0 0
VA-1 NA 225071 61463 0 0 0 0
VA-2 108180 132946 254 0 0 0 0
VA-3 159373 70194 325 0 0 0 0
VA-4 100413 182444 170 0 0 0 0
VA-5 98237 172431 90 0 0 0 0
VA-6 NA 206560 7088 0 0 0 0
VA-7 NA 230765 74893 0 0 0 0
VA-8 171986 106231 9702 0 0 0 0
VA-9 150039 98499 4409 0 0 0 0
VA-10 116654 205982 375 0 0 0 0
VA-11 118305 186299 4629 0 0 0 0
WA-1 204121 117850 5798 0 0 0 0
WA-2 202383 106333 7966 0 0 0 0
WA-3 193626 119027 0 0 0 0 0
WA-4 92486 154627 0 0 0 0 0
WA-5 121333 179600 0 0 0 0 0
WA-6 202919 91228 0 0 0 0 0
WA-7 272302 65226 0 0 0 0 0
WA-8 157148 173298 6053 0 0 0 0
WA-9 162433 88304 5934 0 0 0 0
WV-1 166583 79196 0 0 0 0 0
WV-2 106131 147676 3218 0 0 0 0
WV-3 142682 76170 0 0 0 0 0
WI-1 116250 233372 6188 0 0 0 0
WI-2 251637 145810 0 0 0 0 0
WI-3 204856 157866 0 0 0 0 0
WI-4 212382 85928 6491 0 0 0 0
WI-5 129384 271153 6549 0 0 0 0
WI-6 107209 238620 10018 0 0 0 0
WI-7 241306 NA 39359 0 0 0 0
WI-8 105513 248070 0 0 0 0 0
WY-1 99989 132107 6938 0 0 0 0
